decision_id,hop_id,experiment,pattern,round,agent,input_tokens,output_tokens,context_length,latency_s,energy_j,energy_mode,j_per_output_token,avg_watts,parsed_vote
d696c50e,b302c11f,patterns,select,0,agent_1,84,2,80,1.0823,109.4863,attributed,54.74315,101.2,technical
d696c50e,1bd5a93e,patterns,select,0,agent_2,84,2,80,1.0821,109.4661,attributed,54.73305,101.2,technical
d696c50e,bdc3b7f9,patterns,select,0,agent_3,84,2,80,1.0826,109.5167,attributed,54.75835,101.2,technical
d696c50e,2b450798,patterns,select,0,agent_4,84,2,80,1.0825,109.5066,attributed,54.7533,101.2,technical
d696c50e,beee8c7b,patterns,select,0,agent_5,84,2,80,1.0824,109.4964,attributed,54.7482,101.2,technical
d696c50e,f16202d4,patterns,select,0,agent_6,84,2,80,1.0823,109.4863,attributed,54.74315,101.2,technical
55e08eb6,eca601e9,patterns,select,0,agent_0,78,2,81,1.0824,104.2536,attributed,52.1268,96.3,general
55e08eb6,c2bc3b03,patterns,select,0,agent_1,78,2,81,1.0824,104.2536,attributed,52.1268,96.3,general
55e08eb6,9081b17b,patterns,select,0,agent_2,78,2,81,1.082,104.215,attributed,52.1075,96.3,general
55e08eb6,79506b5d,patterns,select,0,agent_3,78,2,81,1.0822,104.2343,attributed,52.11715,96.3,general
55e08eb6,54ed8a36,patterns,select,0,agent_4,78,2,81,1.0821,104.2247,attributed,52.11235,96.3,general
55e08eb6,d0bbedeb,patterns,select,0,agent_5,78,2,81,1.0822,104.2343,attributed,52.11715,96.3,general
55e08eb6,4fd658ff,patterns,select,0,agent_6,78,2,81,1.0824,104.2536,attributed,52.1268,96.3,general
22bbe927,2db173ef,patterns,select,0,agent_0,79,2,80,1.0823,104.2646,attributed,52.1323,96.3,billing
22bbe927,4bfe694f,patterns,select,0,agent_1,79,2,80,1.0821,104.2453,attributed,52.12265,96.3,billing
22bbe927,1bf46208,patterns,select,0,agent_2,79,2,80,1.0816,104.1971,attributed,52.09855,96.3,billing
22bbe927,24bcdae4,patterns,select,0,agent_3,79,2,80,1.0821,104.2453,attributed,52.12265,96.3,billing
22bbe927,a94de282,patterns,select,0,agent_4,79,2,80,1.082,104.2357,attributed,52.11785,96.3,billing
22bbe927,dfeda63f,patterns,select,0,agent_5,79,2,80,1.0821,104.2453,attributed,52.12265,96.3,billing
22bbe927,c4c84b12,patterns,select,0,agent_6,79,2,80,1.082,104.2357,attributed,52.11785,96.3,billing
886455b5,d04e05a8,patterns,select,0,agent_0,81,2,82,1.082,109.4936,attributed,54.7468,101.2,technical
886455b5,06d37d54,patterns,select,0,agent_1,81,2,82,1.0819,109.4834,attributed,54.7417,101.2,technical
886455b5,667d5448,patterns,select,0,agent_2,81,2,82,1.0819,109.4834,attributed,54.7417,101.2,technical
886455b5,38c7595e,patterns,select,0,agent_3,81,2,82,1.0822,109.5138,attributed,54.7569,101.2,technical
886455b5,697eb664,patterns,select,0,agent_4,81,2,82,1.082,109.4936,attributed,54.7468,101.2,technical
886455b5,8561c379,patterns,select,0,agent_5,81,2,82,1.082,109.4936,attributed,54.7468,101.2,technical
886455b5,67dbf388,patterns,select,0,agent_6,81,2,82,1.0821,109.5037,attributed,54.75185,101.2,technical
b054d469,73dad0b2,patterns,select,0,agent_0,82,2,81,1.0818,104.2439,attributed,52.12195,96.4,general
b054d469,ff8adb8a,patterns,select,0,agent_1,82,2,81,1.0813,104.1958,attributed,52.0979,96.4,general
b054d469,5affb5e0,patterns,select,0,agent_2,82,2,81,1.0812,104.1861,attributed,52.09305,96.4,general
b054d469,4f9b104b,patterns,select,0,agent_3,82,2,81,1.0821,104.2728,attributed,52.1364,96.4,general
b054d469,8d722805,patterns,select,0,agent_4,82,2,81,1.082,104.2632,attributed,52.1316,96.4,general
b054d469,a952d580,patterns,select,0,agent_5,82,2,81,1.0818,104.2439,attributed,52.12195,96.4,general
b054d469,9c109756,patterns,select,0,agent_6,82,2,81,1.082,104.2632,attributed,52.1316,96.4,general
3dfc8030,733ad738,patterns,select,0,agent_0,80,2,81,1.0817,104.2343,attributed,52.11715,96.4,billing
3dfc8030,37d4b98f,patterns,select,0,agent_1,80,2,81,1.082,104.2632,attributed,52.1316,96.4,billing
3dfc8030,b6fc7dff,patterns,select,0,agent_2,80,2,81,1.0819,104.2536,attributed,52.1268,96.4,billing
3dfc8030,48966a12,patterns,select,0,agent_3,80,2,81,1.0818,104.2439,attributed,52.12195,96.4,billing
3dfc8030,82eeac66,patterns,select,0,agent_4,80,2,81,1.0817,104.2343,attributed,52.11715,96.4,billing
3dfc8030,3a280458,patterns,select,0,agent_5,80,2,81,1.0812,104.1861,attributed,52.09305,96.4,billing
3dfc8030,269e5b23,patterns,select,0,agent_6,80,2,81,1.0819,104.2536,attributed,52.1268,96.4,billing
b1ba541e,02d19756,patterns,select,0,agent_0,85,3,84,1.1785,109.4923,attributed,36.497433,92.9,cancellation
b1ba541e,7950b45f,patterns,select,0,agent_1,85,3,84,1.1786,109.5016,attributed,36.500533,92.9,cancellation
b1ba541e,3dd374bb,patterns,select,0,agent_2,85,3,84,1.1786,109.5016,attributed,36.500533,92.9,cancellation
b1ba541e,5da2c99d,patterns,select,0,agent_3,85,3,84,1.1785,109.4923,attributed,36.497433,92.9,cancellation
b1ba541e,3e68c796,patterns,select,0,agent_4,85,3,84,1.1785,109.4923,attributed,36.497433,92.9,cancellation
b1ba541e,e51c3810,patterns,select,0,agent_5,85,3,84,1.1785,109.4923,attributed,36.497433,92.9,cancellation
b1ba541e,8f0a2176,patterns,select,0,agent_6,85,3,84,1.1785,109.4923,attributed,36.497433,92.9,cancellation
07b8f275,aa89a232,patterns,select,0,agent_0,81,2,82,1.0814,104.2439,attributed,52.12195,96.4,technical
07b8f275,3450d76a,patterns,select,0,agent_1,81,2,82,1.081,104.2054,attributed,52.1027,96.4,technical
07b8f275,3dd3054c,patterns,select,0,agent_2,81,2,82,1.0814,104.2439,attributed,52.12195,96.4,technical
07b8f275,582fa035,patterns,select,0,agent_3,81,2,82,1.0816,104.2632,attributed,52.1316,96.4,technical
07b8f275,fddec397,patterns,select,0,agent_4,81,2,82,1.0809,104.1957,attributed,52.09785,96.4,technical
07b8f275,d22893fe,patterns,select,0,agent_5,81,2,82,1.0814,104.2439,attributed,52.12195,96.4,technical
07b8f275,80af9569,patterns,select,0,agent_6,81,2,82,1.0817,104.2729,attributed,52.13645,96.4,technical
40d35208,6187c652,patterns,select,0,agent_0,84,2,81,1.0814,136.5767,attributed,68.28835,126.3,general
40d35208,b8a175e1,patterns,select,0,agent_1,84,2,81,1.0817,136.6146,attributed,68.3073,126.3,general
40d35208,112293e0,patterns,select,0,agent_2,84,2,81,1.0816,136.6019,attributed,68.30095,126.3,general
40d35208,ecc3e0e4,patterns,select,0,agent_3,84,2,81,1.0813,136.5641,attributed,68.28205,126.3,general
40d35208,1c4ed933,patterns,select,0,agent_4,84,2,81,1.5077,190.4168,attributed,95.2084,126.3,general
40d35208,6e1c0ee2,patterns,select,0,agent_5,84,2,81,1.0813,136.5641,attributed,68.28205,126.3,general
40d35208,5caa16ee,patterns,select,0,agent_6,84,2,81,1.0808,136.5009,attributed,68.25045,126.3,general
b7233a2e,fdd7dbbe,patterns,select,0,agent_0,85,2,83,1.0815,130.9137,attributed,65.45685,121.0,billing
b7233a2e,50d77c9a,patterns,select,0,agent_1,85,2,83,1.0816,130.9258,attributed,65.4629,121.0,billing
b7233a2e,4706d2ca,patterns,select,0,agent_2,85,2,83,1.0814,130.9016,attributed,65.4508,121.0,billing
b7233a2e,dc63504e,patterns,select,0,agent_3,85,2,83,1.0815,130.9137,attributed,65.45685,121.0,billing
b7233a2e,1ca2ae41,patterns,select,0,agent_4,85,2,83,1.0812,130.8774,attributed,65.4387,121.0,billing
b7233a2e,2dc1c083,patterns,select,0,agent_5,85,2,83,1.5077,182.5045,attributed,91.25225,121.0,billing
b7233a2e,c8ff083e,patterns,select,0,agent_6,85,2,83,1.5075,182.4803,attributed,91.24015,121.0,billing
d45657ae,560cd697,patterns,select,0,agent_0,81,2,82,1.0813,118.9948,attributed,59.4974,110.0,technical
d45657ae,bd25d3e2,patterns,select,0,agent_1,81,2,82,1.0815,119.0168,attributed,59.5084,110.0,technical
d45657ae,7dd5cf4a,patterns,select,0,agent_2,81,2,82,1.0814,119.0058,attributed,59.5029,110.0,technical
d45657ae,5c2e5c69,patterns,select,0,agent_3,81,2,82,1.5062,165.7542,attributed,82.8771,110.0,technical
d45657ae,5fe350cf,patterns,select,0,agent_4,81,2,82,1.5055,165.6772,attributed,82.8386,110.0,technical
d45657ae,06068b91,patterns,select,0,agent_5,81,2,82,1.5047,165.5891,attributed,82.79455,110.0,technical
d45657ae,68ddaa41,patterns,select,0,agent_6,81,2,82,1.5037,165.4791,attributed,82.73955,110.0,technical
1842c62b,3f245352,patterns,select,0,agent_0,78,2,80,1.503,140.7935,attributed,70.39675,93.7,billing
1842c62b,776a721f,patterns,select,0,agent_1,78,2,80,1.5027,140.7654,attributed,70.3827,93.7,billing
1842c62b,6098c995,patterns,select,0,agent_2,78,2,80,1.5015,140.653,attributed,70.3265,93.7,billing
1842c62b,61c8ce65,patterns,select,0,agent_3,78,2,80,1.5013,140.6342,attributed,70.3171,93.7,billing
1842c62b,9c477f08,patterns,select,0,agent_4,78,2,80,1.5006,140.5687,attributed,70.28435,93.7,billing
1842c62b,73b968bc,patterns,select,0,agent_5,78,2,80,1.5003,140.5406,attributed,70.2703,93.7,billing
1842c62b,13794603,patterns,select,0,agent_6,78,2,80,1.4995,140.4656,attributed,70.2328,93.7,billing
972d7866,9a38b530,patterns,select,0,agent_0,82,2,85,1.4981,145.9096,attributed,72.9548,97.4,technical
972d7866,99dce41f,patterns,select,0,agent_1,82,2,85,1.4971,145.8123,attributed,72.90615,97.4,technical
972d7866,3765a37c,patterns,select,0,agent_2,82,2,85,1.4963,145.7343,attributed,72.86715,97.4,technical
972d7866,b200aa29,patterns,select,0,agent_3,82,2,85,1.4953,145.6369,attributed,72.81845,97.4,technical
972d7866,01c42bec,patterns,select,0,agent_4,82,2,85,1.4945,145.559,attributed,72.7795,97.4,technical
972d7866,83b06483,patterns,select,0,agent_5,82,2,85,1.4938,145.4908,attributed,72.7454,97.4,technical
972d7866,9dc8ccb5,patterns,select,0,agent_6,82,2,85,1.4926,145.374,attributed,72.687,97.4,technical
556be993,b09f7ec7,patterns,select,0,agent_0,79,2,79,1.4919,140.9055,attributed,70.45275,94.4,billing
556be993,e4b8fcf7,patterns,select,0,agent_1,79,2,79,1.4914,140.8582,attributed,70.4291,94.4,billing
556be993,4d8485fd,patterns,select,0,agent_2,79,2,79,1.4853,140.2821,attributed,70.14105,94.4,billing
556be993,65114db0,patterns,select,0,agent_3,79,2,79,1.4898,140.7071,attributed,70.35355,94.4,billing
556be993,6ed29ea4,patterns,select,0,agent_4,79,2,79,1.4892,140.6505,attributed,70.32525,94.4,billing
556be993,a0a534a6,patterns,select,0,agent_5,79,2,79,1.4881,140.5466,attributed,70.2733,94.4,billing
556be993,4de566c4,patterns,select,0,agent_6,79,2,79,1.4873,140.471,attributed,70.2355,94.4,billing
dc2bfed0,f7b24a4f,patterns,select,0,agent_0,79,2,81,1.4866,145.7812,attributed,72.8906,98.1,billing
dc2bfed0,11ad014a,patterns,select,0,agent_1,79,2,81,1.4864,145.7616,attributed,72.8808,98.1,billing
dc2bfed0,ebd44595,patterns,select,0,agent_2,79,2,81,1.4858,145.7027,attributed,72.85135,98.1,billing
dc2bfed0,2d4996b1,patterns,select,0,agent_3,79,2,81,1.4853,145.6537,attributed,72.82685,98.1,billing
dc2bfed0,873fa0cb,patterns,select,0,agent_4,79,2,81,1.4847,145.5949,attributed,72.79745,98.1,billing
dc2bfed0,3a04b3f4,patterns,select,0,agent_5,79,2,81,1.4844,145.5654,attributed,72.7827,98.1,billing
dc2bfed0,360f370c,patterns,select,0,agent_6,79,2,81,1.4833,145.4576,attributed,72.7288,98.1,billing
59bf057a,ba69db7b,patterns,select,0,agent_0,80,2,78,1.4824,140.8256,attributed,70.4128,95.0,technical
59bf057a,bf86554f,patterns,select,0,agent_1,80,2,78,1.4817,140.7591,attributed,70.37955,95.0,technical
59bf057a,8c663c53,patterns,select,0,agent_2,80,2,78,1.481,140.6926,attributed,70.3463,95.0,technical
59bf057a,91a42a03,patterns,select,0,agent_3,80,2,78,1.4804,140.6356,attributed,70.3178,95.0,technical
59bf057a,03783e0b,patterns,select,0,agent_4,80,2,78,1.4796,140.5596,attributed,70.2798,95.0,technical
59bf057a,7349ddff,patterns,select,0,agent_5,80,2,78,1.4791,140.5121,attributed,70.25605,95.0,technical
59bf057a,2d781d49,patterns,select,0,agent_6,80,2,78,1.4783,140.4361,attributed,70.21805,95.0,technical
931fb46f,49e18632,patterns,nl_debate,0,agent_0,129,1347,161,55.795,5642.066,attributed,4.188616,101.1,billing
931fb46f,dff1ef95,patterns,nl_debate,0,agent_1,129,1593,161,66.755,6750.356,attributed,4.237512,101.1,billing
931fb46f,1973c165,patterns,nl_debate,0,agent_2,129,612,161,25.3243,2560.8275,attributed,4.184359,101.1,billing
931fb46f,2d64e914,patterns,nl_debate,0,agent_3,129,1620,161,67.8385,6859.921,attributed,4.234519,101.1,billing
931fb46f,f169ac4c,patterns,nl_debate,0,agent_4,129,1493,161,61.9733,6266.824,attributed,4.197471,101.1,billing
931fb46f,50649f7b,patterns,nl_debate,0,agent_5,129,1621,161,67.8797,6864.0872,attributed,4.234477,101.1,billing
931fb46f,e7081c19,patterns,nl_debate,0,agent_6,129,1566,161,65.5558,6629.0913,attributed,4.233136,101.1,billing
90635857,645a0eed,patterns,nl_debate,0,agent_0,130,1487,161,61.6743,6855.2062,attributed,4.610092,111.2,technical
90635857,deca6c5f,patterns,nl_debate,0,agent_1,130,774,161,32.1435,3572.8062,attributed,4.616029,111.2,technical
90635857,c703a862,patterns,nl_debate,0,agent_2,130,1790,161,74.6426,8296.6555,attributed,4.635003,111.2,technical
90635857,9de72b38,patterns,nl_debate,0,agent_3,130,1250,161,51.7869,5756.2045,attributed,4.604964,111.2,technical
90635857,8156cfc9,patterns,nl_debate,0,agent_4,130,1243,161,51.4386,5717.4903,attributed,4.599751,111.2,technical
90635857,9e6471b0,patterns,nl_debate,0,agent_5,130,1632,161,68.3211,7594.0097,attributed,4.653192,111.2,technical
90635857,3c1e482c,patterns,nl_debate,0,agent_6,130,1684,161,70.4066,7825.8167,attributed,4.64716,111.2,technical
ff38ab9e,0cc6925a,patterns,nl_debate,0,agent_0,128,1634,159,68.4022,8554.486,attributed,5.235304,125.1,cancellation
ff38ab9e,19e567d7,patterns,nl_debate,0,agent_1,128,1603,159,67.1524,8398.184,attributed,5.239042,125.1,cancellation
ff38ab9e,7b15a93a,patterns,nl_debate,0,agent_2,128,1855,159,77.2249,9657.8666,attributed,5.206397,125.1,cancellation
ff38ab9e,b360d570,patterns,nl_debate,0,agent_3,128,1739,159,72.6118,9080.9451,attributed,5.221935,125.1,cancellation
ff38ab9e,163d7d4e,patterns,nl_debate,0,agent_4,128,766,159,31.766,3972.7056,attributed,5.1863,125.1,cancellation
ff38ab9e,ee4674b5,patterns,nl_debate,0,agent_5,128,921,159,38.2292,4781.0035,attributed,5.1911,125.1,cancellation
ff38ab9e,47ca9d30,patterns,nl_debate,0,agent_6,128,2261,159,93.57,11702.0103,attributed,5.175591,125.1,cancellation
25d0937d,cda32f19,patterns,nl_debate,0,agent_0,127,662,158,27.5396,3557.9333,attributed,5.374522,129.2,general
25d0937d,f59aea5b,patterns,nl_debate,0,agent_1,127,873,158,36.2222,4679.6675,attributed,5.360444,129.2,general
25d0937d,0160bb56,patterns,nl_debate,0,agent_2,127,1726,158,72.0936,9314.014,attributed,5.3963,129.2,general
25d0937d,a27c0d26,patterns,nl_debate,0,agent_3,127,1918,158,79.7359,10301.3484,attributed,5.37088,129.2,general
25d0937d,c9765725,patterns,nl_debate,0,agent_4,127,1905,158,79.216,10234.1808,attributed,5.372273,129.2,general
25d0937d,bedca330,patterns,nl_debate,0,agent_5,127,1311,158,54.2515,7008.9333,attributed,5.34625,129.2,general
25d0937d,26c6f832,patterns,nl_debate,0,agent_6,127,640,158,26.607,3437.4476,attributed,5.371012,129.2,general
cb8e3eb6,9a79876f,patterns,nl_debate,0,agent_0,131,1745,157,72.8494,7936.122,attributed,4.547921,108.9,technical
cb8e3eb6,6e421ad8,patterns,nl_debate,0,agent_1,131,1686,157,70.4873,7678.7978,attributed,4.554447,108.9,technical
cb8e3eb6,9247f791,patterns,nl_debate,0,agent_2,131,2079,157,86.3623,9408.2003,attributed,4.525349,108.9,technical
cb8e3eb6,bb1a47d0,patterns,nl_debate,0,agent_3,131,1968,157,81.7208,8902.5611,attributed,4.523659,108.9,technical
cb8e3eb6,4dd1f180,patterns,nl_debate,0,agent_4,131,837,157,34.749,3785.5123,attributed,4.522715,108.9,technical
cb8e3eb6,242ec6a5,patterns,nl_debate,0,agent_5,131,1387,157,57.5525,6269.6969,attributed,4.520329,108.9,technical
cb8e3eb6,54361d86,patterns,nl_debate,0,agent_6,131,1811,157,75.4769,8222.3585,attributed,4.540231,108.9,technical
bd3b0b30,95871848,patterns,nl_debate,0,agent_0,125,1232,157,50.933,7090.1954,attributed,5.755029,139.2,general
bd3b0b30,23d1687e,patterns,nl_debate,0,agent_1,125,2817,157,115.3211,16053.4258,attributed,5.698767,139.2,general
bd3b0b30,954b2b72,patterns,nl_debate,0,agent_2,125,1995,157,83.0139,11556.0594,attributed,5.792511,139.2,general
bd3b0b30,bbde716b,patterns,nl_debate,0,agent_3,125,4298,157,172.8834,24066.4617,attributed,5.599456,139.2,general
bd3b0b30,f52c69bd,patterns,nl_debate,0,agent_4,125,5463,157,217.7577,30313.2478,attributed,5.548828,139.2,billing
bd3b0b30,4ea1e715,patterns,nl_debate,0,agent_5,125,815,157,33.8243,4708.5563,attributed,5.77737,139.2,general
bd3b0b30,885a1acc,patterns,nl_debate,0,agent_6,125,3946,157,159.2435,22167.7014,attributed,5.617765,139.2,general
bd3b0b30,5b0c06f0,patterns,nl_debate,1,agent_0,306,906,266,35.3724,3861.5946,attributed,4.262246,109.2,general
bd3b0b30,7b41be8c,patterns,nl_debate,1,agent_1,306,1458,266,56.7884,6199.5731,attributed,4.252108,109.2,general
bd3b0b30,320fdb8a,patterns,nl_debate,1,agent_2,306,2400,266,93.3189,10187.5972,attributed,4.244832,109.2,general
bd3b0b30,d510e91f,patterns,nl_debate,1,agent_3,306,888,266,34.6905,3787.1518,attributed,4.264811,109.2,general
bd3b0b30,c66fa523,patterns,nl_debate,1,agent_4,306,2166,266,84.4035,9214.3055,attributed,4.254065,109.2,general
bd3b0b30,5e8ae1ad,patterns,nl_debate,1,agent_5,306,988,266,38.7717,4232.6952,attributed,4.284104,109.2,general
bd3b0b30,2480a640,patterns,nl_debate,1,agent_6,306,888,266,34.6907,3787.1736,attributed,4.264835,109.2,general
a1ee7e0e,9a1b5b29,patterns,nl_debate,0,agent_0,126,1598,156,66.9524,6344.9892,attributed,3.970581,94.8,billing
a1ee7e0e,6bbd2537,patterns,nl_debate,0,agent_1,126,1557,156,65.0678,6166.3882,attributed,3.960429,94.8,billing
a1ee7e0e,beeff630,patterns,nl_debate,0,agent_2,126,1544,156,64.3606,6099.3678,attributed,3.950368,94.8,billing
a1ee7e0e,3f1fe82f,patterns,nl_debate,0,agent_3,126,1688,156,70.5703,6687.8527,attributed,3.961998,94.8,billing
a1ee7e0e,6ac69f92,patterns,nl_debate,0,agent_4,126,1735,156,72.4498,6865.9704,attributed,3.957332,94.8,billing
a1ee7e0e,e8441298,patterns,nl_debate,0,agent_5,126,1542,156,64.2182,6085.8727,attributed,3.94674,94.8,billing
a1ee7e0e,74ffb1db,patterns,nl_debate,0,agent_6,126,1535,156,63.8779,6053.623,attributed,3.943728,94.8,billing
8d696059,5e74293b,patterns,nl_debate,0,agent_0,128,1362,159,56.5089,6621.1495,attributed,4.861343,117.2,technical
8d696059,14d92be2,patterns,nl_debate,0,agent_1,128,1012,159,41.8472,4903.2377,attributed,4.845097,117.2,technical
8d696059,829458e5,patterns,nl_debate,0,agent_2,128,1576,159,66.0136,7734.8155,attributed,4.907878,117.2,technical
8d696059,caaab8a6,patterns,nl_debate,0,agent_3,128,2116,159,87.8312,10291.1843,attributed,4.863509,117.2,technical
8d696059,b0e46bab,patterns,nl_debate,0,agent_4,128,1434,159,59.4595,6966.8714,attributed,4.858348,117.2,technical
8d696059,6c590b81,patterns,nl_debate,0,agent_5,128,1832,159,76.314,8941.7136,attributed,4.880848,117.2,technical
8d696059,2edf4648,patterns,nl_debate,0,agent_6,128,1547,159,64.5455,7562.7981,attributed,4.888687,117.2,technical
cb9f7cc7,4f5b69ae,patterns,nl_debate,0,agent_0,129,2790,158,114.2548,11685.4354,attributed,4.188328,102.3,general
cb9f7cc7,fd5c8740,patterns,nl_debate,0,agent_1,129,1563,158,65.3696,6685.6906,attributed,4.277473,102.3,general
cb9f7cc7,f57c7c2b,patterns,nl_debate,0,agent_2,129,3280,158,133.3182,13635.1489,attributed,4.157058,102.3,general
cb9f7cc7,3e0bf7f9,patterns,nl_debate,0,agent_3,129,3227,158,131.2498,13423.6028,attributed,4.159778,102.3,general
cb9f7cc7,8415c8e1,patterns,nl_debate,0,agent_4,129,2511,158,103.3559,10570.7479,attributed,4.209776,102.3,general
cb9f7cc7,7904ea07,patterns,nl_debate,0,agent_5,129,2076,158,86.244,8820.6245,attributed,4.248856,102.3,general
cb9f7cc7,3072283a,patterns,nl_debate,0,agent_6,129,2845,158,116.4271,11907.6079,attributed,4.185451,102.3,general
13fb8d19,7ceb304c,patterns,nl_debate,0,agent_0,127,1348,158,55.8321,5918.1434,attributed,4.390314,106.0,billing
13fb8d19,09ceb20e,patterns,nl_debate,0,agent_1,127,1072,158,44.3818,4704.4238,attributed,4.388455,106.0,billing
13fb8d19,ed923012,patterns,nl_debate,0,agent_2,127,1740,158,72.6495,7700.77,attributed,4.42573,106.0,billing
13fb8d19,c91cf4ea,patterns,nl_debate,0,agent_3,127,1645,158,68.8443,7297.4229,attributed,4.436123,106.0,billing
13fb8d19,57c4a1ae,patterns,nl_debate,0,agent_4,127,1664,158,69.6053,7378.0881,attributed,4.433947,106.0,billing
13fb8d19,edb9accd,patterns,nl_debate,0,agent_5,127,1492,158,61.9319,6564.7158,attributed,4.399944,106.0,billing
13fb8d19,8f5a2613,patterns,nl_debate,0,agent_6,127,1891,158,78.6604,8337.9191,attributed,4.409264,106.0,billing
52be4dce,bf1af532,patterns,nl_debate,0,agent_0,132,4634,161,185.8944,23605.9834,attributed,5.094084,127.0,cancellation
52be4dce,e8a3237c,patterns,nl_debate,0,agent_1,132,2352,161,97.1501,12336.7011,attributed,5.245196,127.0,cancellation
52be4dce,cbf1bedb,patterns,nl_debate,0,agent_2,132,2600,161,106.831,13566.0397,attributed,5.217708,127.0,cancellation
52be4dce,7770b7b6,patterns,nl_debate,0,agent_3,132,2942,161,120.2076,15264.6804,attributed,5.188539,127.0,cancellation
52be4dce,84f16874,patterns,nl_debate,0,agent_4,132,3842,161,155.1871,19706.5866,attributed,5.129252,127.0,cancellation
52be4dce,bb9db5a9,patterns,nl_debate,0,agent_5,132,2483,161,102.2625,12985.9042,attributed,5.229925,127.0,cancellation
52be4dce,a4c6748a,patterns,nl_debate,0,agent_6,132,6181,161,245.9912,31237.4346,attributed,5.053783,127.0,cancellation
67876d38,3a539de2,patterns,nl_debate,0,agent_0,128,1531,159,63.6597,9224.1465,attributed,6.024916,144.9,technical
67876d38,0bd2dcb3,patterns,nl_debate,0,agent_1,128,694,159,28.8622,4182.0675,attributed,6.026034,144.9,technical
67876d38,308e3783,patterns,nl_debate,0,agent_2,128,2318,159,95.8238,13884.6518,attributed,5.989927,144.9,technical
67876d38,28eb911c,patterns,nl_debate,0,agent_3,128,1322,159,54.7475,7932.7889,attributed,6.000597,144.9,technical
67876d38,ce4522fe,patterns,nl_debate,0,agent_4,128,1016,159,42.0631,6094.848,attributed,5.998866,144.9,technical
67876d38,8f6b3eb3,patterns,nl_debate,0,agent_5,128,1607,159,67.3126,9753.4434,attributed,6.069349,144.9,technical
67876d38,2d1362e7,patterns,nl_debate,0,agent_6,128,1048,159,43.3792,6285.5479,attributed,5.99766,144.9,technical
f6849499,90320e20,patterns,nl_debate,0,agent_0,131,6418,158,255.0063,32380.921,attributed,5.045329,127.0,general
f6849499,71a726ca,patterns,nl_debate,0,agent_1,131,5903,158,235.4607,29899.0038,attributed,5.065052,127.0,billing
f6849499,3187d864,patterns,nl_debate,0,agent_2,131,3616,158,146.4007,18590.0878,attributed,5.141064,127.0,general
f6849499,c264b6ec,patterns,nl_debate,0,agent_3,131,5232,158,208.884,26524.2714,attributed,5.069624,127.0,general
f6849499,b8496e04,patterns,nl_debate,0,agent_4,131,1548,158,64.5835,8200.8688,attributed,5.297719,127.0,general
f6849499,bd8368cf,patterns,nl_debate,0,agent_5,131,1123,158,46.5176,5906.8452,attributed,5.25988,127.0,general
f6849499,436b2bff,patterns,nl_debate,0,agent_6,131,2135,158,88.5843,11248.5112,attributed,5.268624,127.0,general
f6849499,8280f2ba,patterns,nl_debate,1,agent_0,312,1965,266,75.9179,6573.072,attributed,3.345075,86.6,general
f6849499,c5b8a831,patterns,nl_debate,1,agent_1,312,830,266,32.1627,2784.689,attributed,3.355047,86.6,general
f6849499,5d6c93e4,patterns,nl_debate,1,agent_2,312,1734,266,67.1033,5809.8923,attributed,3.350572,86.6,general
f6849499,c2c665a2,patterns,nl_debate,1,agent_3,312,1172,266,45.4137,3931.9781,attributed,3.35493,86.6,general
f6849499,4fa8b51b,patterns,nl_debate,1,agent_4,312,1045,266,40.4802,3504.8292,attributed,3.353904,86.6,general
f6849499,b564ef34,patterns,nl_debate,1,agent_5,312,2182,266,84.1899,7289.2727,attributed,3.340638,86.6,general
f6849499,495c2d4f,patterns,nl_debate,1,agent_6,312,1849,266,71.4929,6189.9497,attributed,3.347728,86.6,general
bdca643f,e0da82b0,patterns,nl_debate,0,agent_0,132,1483,159,61.4527,7182.087,attributed,4.842945,116.9,billing
bdca643f,ab590dbd,patterns,nl_debate,0,agent_1,132,2128,159,88.306,10320.4802,attributed,4.84985,116.9,billing
bdca643f,fc21ecac,patterns,nl_debate,0,agent_2,132,1998,159,83.1401,9716.7322,attributed,4.863229,116.9,billing
bdca643f,008d929c,patterns,nl_debate,0,agent_3,132,1071,159,44.3434,5182.4925,attributed,4.838929,116.9,billing
bdca643f,38150574,patterns,nl_debate,0,agent_4,132,1802,159,75.1174,8779.1049,attributed,4.871867,116.9,billing
bdca643f,7f9990c0,patterns,nl_debate,0,agent_5,132,1610,159,67.4336,7881.0855,attributed,4.895084,116.9,billing
bdca643f,79235e2a,patterns,nl_debate,0,agent_6,132,872,159,36.1834,4228.8187,attributed,4.849563,116.9,billing
02e6fca4,2a1aff43,patterns,nl_debate,0,agent_0,128,2044,159,110.0944,11416.0303,attributed,5.585142,103.7,technical
02e6fca4,870950be,patterns,nl_debate,0,agent_1,128,1617,159,98.6772,10232.1454,attributed,6.327857,103.7,technical
02e6fca4,3f644d57,patterns,nl_debate,0,agent_2,128,2082,159,110.4816,11456.1803,attributed,5.502488,103.7,technical
02e6fca4,dc8624be,patterns,nl_debate,0,agent_3,128,1093,159,77.3813,8023.9074,attributed,7.341178,103.7,technical
02e6fca4,06d052c2,patterns,nl_debate,0,agent_4,128,798,159,67.5575,7005.247,attributed,8.778505,103.7,technical
02e6fca4,5a3db6b3,patterns,nl_debate,0,agent_5,128,846,159,62.688,6500.3134,attributed,7.683586,103.7,technical
02e6fca4,21b81257,patterns,nl_debate,0,agent_6,128,1761,159,101.1707,10490.7042,attributed,5.957243,103.7,technical
